21.36,25.66,30.16,34.78,39.27,43.03,46.17,48.79,50.73,51.63,51.80,50.80,49.54,49.30,49.08,47.82,46.46,45.86,46.54,47.80,48.05,47.05,45.65,46.72,49.21,52.17,55.11,58.16,60.88,60.75,56.94,51.29,47.08,43.67,40.82,38.73,37.28,35.51,34.91,36.56,39.59,43.54,47.78,52.11,56.61,61.56,67.03,72.77,78.47,83.71,88.46,92.57,96.05,99.28,100.60,100.30,98.98,97.13,94.84,92.84,92.28,93.80,95.83,97.73,98.31,96.88,92.99,90.43,89.07,89.06,90.78,92.96,94.47,94.75,93.39,90.17,84.56,79.13,74.25,69.37,64.70,61.10,58.40,56.65,56.06,55.28,52.89,48.52,42.65,37.51,33.38,29.66,25.87,22.48,18.99,14.89,10.72,8.93,7.64,6.45,5.24,3.98,2.68,1.36,0.56,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
20.99,25.12,29.50,34.16,38.81,42.28,44.77,46.74,48.14,48.55,48.28,47.21,46.05,45.79,45.59,44.31,43.04,42.72,43.73,44.97,45.15,43.99,42.01,43.01,45.84,49.31,52.64,55.47,57.53,56.82,52.91,47.98,43.78,40.02,36.72,34.34,33.30,32.84,33.62,36.10,39.20,43.28,47.64,52.07,56.70,61.84,67.42,73.13,78.70,83.69,88.18,91.94,94.88,97.26,97.74,97.12,95.84,94.01,91.99,90.18,89.83,91.56,93.52,95.47,96.35,95.29,91.38,88.64,87.12,87.08,88.89,90.96,92.10,91.93,90.09,86.34,80.94,76.48,72.69,67.93,62.51,58.07,54.58,52.13,51.19,50.41,48.45,44.98,40.37,36.05,31.88,27.71,23.58,20.05,16.31,12.63,9.62,8.45,7.39,6.30,5.14,3.90,2.66,1.43,0.69,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
20.21,24.23,28.39,32.83,37.34,40.45,42.46,43.95,44.99,45.13,44.50,43.51,42.67,42.42,42.21,40.94,39.75,39.63,40.91,42.25,42.46,41.20,38.84,39.57,42.55,46.48,50.33,53.05,54.21,52.62,48.55,44.76,40.65,36.52,32.74,30.05,29.38,30.47,32.71,35.77,38.98,43.23,47.75,52.28,56.97,62.32,68.05,73.84,79.39,84.45,88.67,92.01,94.33,95.48,95.16,94.22,92.88,91.02,89.28,87.86,87.82,89.67,91.53,93.40,94.57,94.15,90.71,87.81,85.69,85.13,86.88,88.79,89.66,89.05,86.62,82.44,78.02,74.39,70.99,66.36,60.45,55.37,51.16,47.97,46.52,45.58,43.96,41.35,37.85,34.15,29.77,25.14,20.88,17.38,13.68,10.73,9.02,7.98,7.02,6.01,4.90,3.71,2.55,1.45,0.79,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
19.16,22.99,26.90,30.90,34.83,37.77,39.53,40.67,41.36,41.44,40.43,39.38,38.63,38.32,38.17,37.47,36.75,36.66,37.85,39.21,39.44,38.23,36.01,36.55,39.33,43.22,47.29,50.18,50.59,48.83,45.47,41.87,37.31,33.01,29.45,27.27,27.48,29.57,32.47,35.63,38.89,43.20,47.86,52.59,57.49,63.00,68.83,74.66,80.31,86.02,89.75,92.30,93.77,93.49,92.65,91.43,89.95,88.30,86.69,85.77,86.15,88.05,89.91,91.76,93.13,93.21,90.61,87.76,84.77,83.10,84.22,85.69,86.46,85.69,83.03,79.07,74.84,71.41,68.27,64.01,58.37,52.96,48.15,44.36,42.37,41.02,39.54,37.52,34.54,31.01,26.36,21.60,17.91,14.52,11.60,9.53,8.37,7.41,6.43,5.45,4.47,3.44,2.40,1.40,0.80,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
17.56,21.41,25.16,28.77,32.15,34.87,36.39,37.08,37.15,36.76,35.63,34.67,34.05,33.74,33.71,33.54,33.33,33.37,34.20,35.16,35.24,34.21,32.52,33.20,35.84,39.53,43.48,46.32,46.68,45.09,41.99,38.09,33.44,29.24,26.03,24.60,26.23,29.14,32.43,35.76,39.03,43.45,48.22,53.07,58.09,63.80,69.69,75.57,81.40,87.41,90.75,92.50,92.96,91.79,90.55,89.11,87.48,85.79,84.13,83.61,84.37,86.28,88.14,89.96,91.39,91.81,90.03,87.21,83.82,81.31,81.22,82.52,83.36,82.54,79.66,75.65,71.68,68.47,65.43,61.23,55.53,49.96,45.02,41.12,38.72,37.00,35.40,33.51,30.65,26.95,22.74,18.71,15.46,12.33,10.21,8.79,7.85,7.01,6.11,5.21,4.34,3.48,2.54,1.55,0.94,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
15.47,19.50,23.17,26.46,29.41,31.85,33.06,33.23,32.54,31.43,30.37,29.64,29.19,28.94,29.07,29.29,29.52,29.79,30.11,30.37,30.15,29.39,28.47,29.52,32.09,35.47,39.02,41.64,42.50,41.27,37.95,33.58,29.23,25.39,22.58,22.03,25.33,28.93,32.47,36.05,39.37,43.93,48.83,53.71,58.75,64.67,70.65,76.61,82.63,88.52,91.57,92.58,91.99,90.44,88.89,87.26,85.48,83.53,81.69,81.44,82.45,84.31,86.16,87.90,89.28,89.91,88.89,86.14,82.87,79.89,78.25,79.43,80.37,79.56,76.54,72.26,68.67,65.69,62.58,58.03,52.01,46.48,41.84,38.25,35.54,33.40,31.50,29.48,26.56,22.59,19.43,16.72,13.74,10.97,9.52,8.50,7.56,6.89,6.13,5.34,4.57,3.80,2.96,1.91,1.17,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
13.20,17.33,20.84,23.90,26.63,28.67,29.39,29.26,28.55,27.62,26.66,25.95,25.48,25.27,25.36,25.61,25.92,26.22,26.44,26.43,26.11,25.53,24.97,25.84,28.18,31.28,34.50,37.17,38.05,36.76,33.51,29.76,26.07,22.65,20.26,20.50,24.09,28.27,32.25,35.92,39.70,44.52,49.52,54.39,59.42,65.58,71.87,78.00,83.81,89.07,91.92,92.61,91.47,89.56,87.67,85.82,83.92,81.90,80.05,79.75,80.47,81.84,83.65,85.31,86.67,87.47,87.06,85.12,82.47,79.63,77.24,76.72,77.10,76.27,73.49,69.78,66.44,63.42,59.75,54.03,48.61,43.58,39.28,35.96,32.80,29.69,27.66,26.43,24.31,21.39,18.81,16.37,13.66,11.09,9.62,8.73,8.09,7.50,6.81,6.05,5.23,4.27,3.40,2.34,1.29,0.22,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
11.26,15.24,18.59,21.44,23.78,25.37,25.73,25.47,24.87,24.16,23.25,22.48,21.97,21.79,21.85,22.10,22.40,22.68,22.93,22.81,22.49,22.05,21.63,22.19,24.15,26.90,29.84,32.41,33.34,32.28,29.47,26.39,23.27,20.25,18.34,19.37,22.96,27.49,31.84,35.67,39.82,44.93,50.10,55.07,60.12,66.34,72.98,79.31,84.73,89.58,92.52,93.25,91.86,89.72,87.61,85.72,83.78,81.44,79.38,78.62,78.73,79.54,81.13,82.64,83.94,84.87,84.93,83.88,81.97,79.39,76.42,74.20,73.85,72.94,70.45,67.22,64.00,60.55,56.21,50.23,45.47,41.09,37.37,34.55,31.82,28.78,26.82,25.87,24.40,22.24,19.82,17.29,14.68,12.20,10.55,9.52,8.88,8.29,7.59,6.82,5.94,4.84,3.87,2.78,1.53,0.38,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
9.96,13.40,16.59,19.23,20.89,21.95,22.18,21.96,21.48,20.77,19.77,18.94,18.42,18.29,18.40,18.67,18.95,19.22,19.57,19.47,19.22,18.89,18.43,18.61,20.00,22.27,24.96,27.11,28.31,28.04,26.20,23.53,20.72,18.06,16.71,18.58,22.12,26.65,31.19,35.30,39.59,45.01,50.50,55.71,60.84,66.87,73.83,80.34,85.26,90.16,93.67,94.85,93.61,91.47,89.35,87.68,85.84,82.77,80.09,78.31,77.47,77.69,78.75,80.00,81.21,82.19,82.54,82.24,81.07,78.80,75.25,71.87,70.74,69.63,67.38,64.24,60.95,56.58,51.58,47.02,42.70,39.18,36.40,34.50,33.65,32.47,30.85,29.11,27.75,25.43,22.65,19.75,16.96,14.43,12.58,11.09,9.91,9.17,8.35,7.50,6.61,5.56,4.40,3.24,1.98,0.83,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
9.61,12.54,15.37,17.72,18.95,19.23,18.93,18.44,17.86,17.14,16.10,15.30,14.86,14.80,15.07,15.40,15.79,16.25,16.80,16.87,16.71,16.35,15.64,15.48,16.53,18.33,20.33,22.01,23.35,23.72,22.70,20.37,18.21,15.92,14.92,17.57,21.20,25.46,29.78,34.03,38.81,44.69,50.52,55.98,61.43,67.38,74.46,81.04,85.63,90.42,94.57,96.84,96.74,95.09,92.86,90.96,89.07,86.24,82.66,79.65,77.60,76.69,76.54,77.48,78.62,79.50,79.83,79.63,78.84,77.03,73.70,70.07,67.84,66.00,63.79,60.69,57.18,53.02,48.66,44.84,41.16,39.11,38.25,38.19,38.35,38.02,36.86,35.05,33.09,30.06,26.70,23.22,19.72,16.88,14.97,13.47,12.14,10.87,9.49,8.31,7.29,6.22,4.97,3.75,2.49,1.27,0.31,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
9.56,12.10,14.53,16.45,17.16,16.69,15.88,15.07,14.33,13.62,12.64,11.97,11.66,11.66,12.01,12.38,12.84,13.47,14.20,14.46,14.39,13.97,13.05,12.63,13.34,14.61,15.88,17.18,18.55,19.33,18.96,17.04,15.53,13.71,13.12,16.38,20.21,24.19,28.20,32.47,37.81,44.11,50.23,56.00,61.82,67.75,74.82,81.38,85.78,90.42,95.23,98.54,99.56,98.63,96.60,94.56,92.60,90.10,86.03,82.00,78.71,76.50,75.04,75.21,75.95,76.66,76.85,76.61,76.13,74.84,72.02,68.53,65.36,62.73,60.41,57.34,53.66,50.07,46.75,43.76,41.08,40.56,41.55,43.23,44.02,44.10,43.25,41.47,38.84,35.05,31.10,27.14,23.18,19.94,17.74,16.20,14.92,13.14,11.04,9.30,7.97,6.83,5.54,4.28,3.02,1.75,0.48,0.19,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
