e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.74,5.82,10.26,14.23,18.10,21.36,24.14,26.67,28.25,28.71,28.66,28.22,26.43,24.20,21.82,19.44,17.26,15.04,12.80,10.89,9.79,9.54,10.06,10.86,11.78,12.85,13.89,15.41,17.52,20.37,24.26,28.38,32.58,36.64,39.66,40.70,40.95,40.96,40.91,40.51,39.06,36.78,33.97,31.04,27.68,24.10,20.40,16.55,13.78,11.31,8.96,6.91,5.44,4.14,3.92,5.32,6.43,8.17,9.63,10.10,8.99,9.09,9.37,9.85,10.90,12.37,14.58,16.68,18.31,19.85,19.75,18.29,15.27,9.99,5.35,3.53,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.25,6.44,11.10,15.12,18.89,22.10,24.89,27.50,29.43,30.00,29.95,29.46,27.35,24.78,22.14,19.66,17.63,15.46,13.25,11.71,11.56,11.74,12.40,13.34,14.41,15.33,16.10,17.04,18.63,21.63,25.29,28.86,32.52,36.35,39.65,40.71,40.93,40.95,40.85,40.19,38.42,35.91,33.13,30.42,27.67,24.73,21.51,18.19,15.62,13.23,10.87,8.66,6.58,5.73,6.23,7.83,8.83,10.18,11.36,12.01,11.94,11.92,11.71,11.60,12.01,12.38,13.28,14.36,15.40,16.22,15.71,13.74,10.81,7.64,4.05,2.82,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.82,7.03,11.52,15.38,18.99,22.13,24.88,27.34,29.24,29.83,29.78,29.21,27.01,24.39,21.75,19.39,17.66,15.58,13.52,12.43,13.18,13.87,14.69,15.75,16.97,17.81,18.29,18.67,19.72,22.59,25.89,28.76,31.72,35.24,38.84,40.32,40.76,40.76,40.44,39.20,36.87,34.05,31.42,29.02,26.82,24.45,21.76,19.06,16.72,14.43,12.12,9.81,7.40,7.40,8.70,10.18,11.79,12.96,13.77,14.19,13.99,13.88,13.34,12.75,12.61,12.05,11.45,11.26,11.47,11.31,10.48,8.75,6.67,5.72,3.13,2.15,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.20,4.49,7.53,11.43,15.08,18.64,21.68,24.27,26.66,28.36,29.00,28.84,27.91,26.11,23.59,21.10,19.00,17.51,15.52,13.96,13.52,14.63,15.80,16.81,17.96,19.15,19.65,19.88,20.04,20.76,23.07,26.02,28.35,30.70,33.72,37.05,39.33,40.31,40.11,39.08,37.30,34.78,32.02,29.59,27.43,25.34,23.13,20.80,18.62,16.39,14.11,11.83,9.80,8.59,9.33,10.95,12.58,14.25,15.34,15.98,16.24,16.00,15.54,14.32,12.77,11.60,10.79,9.55,7.80,6.08,6.05,5.57,5.33,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.04,3.02,5.13,7.94,11.05,14.48,17.99,21.02,23.56,25.68,27.13,27.76,27.54,26.45,25.04,22.71,20.43,18.61,17.21,15.38,14.49,14.73,16.01,17.36,18.55,19.66,20.55,20.79,20.93,21.08,21.63,23.35,25.81,27.78,29.75,32.32,35.50,37.79,38.90,38.79,37.50,35.43,32.87,30.24,27.92,25.80,23.73,21.70,19.74,17.89,15.85,13.67,11.60,10.20,10.27,11.56,13.30,15.02,16.68,17.63,18.09,18.03,17.13,15.98,14.20,12.11,10.22,8.78,6.87,5.32,3.63,3.71,3.41,3.20,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.08,4.10,6.14,8.19,10.50,13.71,17.14,20.24,22.79,24.51,25.69,26.24,26.01,24.93,23.84,21.78,19.80,18.22,16.84,15.29,15.11,15.97,17.27,18.59,19.95,20.98,21.45,21.52,21.69,21.93,22.39,23.50,25.37,27.12,28.88,31.07,34.14,35.85,36.77,36.95,35.78,33.68,31.21,28.71,26.39,24.15,22.10,20.29,18.70,17.05,15.21,13.27,11.61,11.13,12.32,13.97,15.70,17.41,18.97,19.73,19.94,19.42,17.50,15.43,13.23,10.96,8.64,6.31,3.93,2.49,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.60,1.05,2.22,4.04,5.97,7.90,10.06,13.08,16.40,19.45,21.92,23.41,24.31,24.77,24.53,23.45,22.38,20.82,19.27,17.92,16.70,15.71,15.90,16.90,18.17,19.48,20.99,22.23,22.88,22.97,23.09,23.21,23.37,23.77,25.00,26.50,28.16,30.07,32.48,33.94,34.83,35.05,33.90,32.20,29.93,27.42,25.02,22.72,20.78,19.20,17.83,16.21,14.45,13.03,12.36,13.04,14.37,16.09,17.83,19.33,20.40,20.75,20.55,19.60,17.34,14.80,12.21,9.63,7.07,4.50,3.26,2.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.93,1.42,2.72,4.21,5.90,7.66,9.68,12.53,15.77,18.78,21.15,22.38,23.16,23.60,23.38,22.36,21.34,20.17,18.96,17.80,16.81,16.41,16.86,17.84,19.04,20.39,21.96,23.39,24.33,24.53,24.61,24.63,24.58,24.46,24.96,26.18,27.73,29.37,31.13,32.44,33.34,33.55,32.41,31.03,28.92,26.41,23.95,21.56,19.74,18.30,17.00,15.43,13.98,13.31,13.58,14.90,16.27,17.95,19.58,20.80,21.51,21.37,20.68,19.36,16.93,14.18,11.38,8.61,5.93,3.26,2.54,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.54,1.28,2.40,3.70,4.98,6.30,7.69,9.41,12.12,15.32,18.33,20.60,21.51,22.39,22.88,22.72,21.84,20.95,20.00,18.96,17.94,17.24,17.39,18.02,18.91,20.02,21.49,22.98,24.45,25.68,26.08,26.16,26.16,26.06,25.71,25.42,26.26,27.64,29.04,30.33,31.57,32.49,32.70,31.57,30.26,28.22,25.74,23.26,20.75,19.03,17.64,16.24,14.75,14.01,14.30,15.29,16.45,17.91,19.47,20.84,21.78,22.36,21.64,20.43,18.82,16.31,13.62,10.83,8.06,5.41,2.67,1.92,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.24,1.12,2.22,3.54,4.76,5.92,7.13,8.47,10.21,12.92,16.00,18.92,21.09,21.78,22.53,22.92,22.69,21.77,20.92,20.01,19.09,18.34,18.20,18.63,19.47,20.57,21.86,23.33,24.65,25.84,26.85,27.55,27.73,27.65,27.42,27.03,26.58,26.76,27.55,28.84,30.10,31.30,32.27,32.56,31.39,30.06,28.02,25.55,23.08,20.61,18.96,17.62,16.26,14.95,14.67,15.35,16.57,17.76,19.11,20.57,21.92,22.77,22.54,21.41,19.87,17.96,15.42,12.74,10.18,7.63,4.96,2.26,1.53,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
